flow_duration,fwd_pkt_count,bwd_pkt_count,mean_pkt_size,iat_mean,pps,flood_score,mac_fill,new_mac_rate,syn_count,label
30.9,0,9,52.0,0.727325,1.37,0.0,0.0029,0.31,0,BENIGN
30.9,0,9,52.0,0.727325,1.37,0.0,0.0029,0.31,0,BENIGN
30.9,0,9,52.0,0.727325,1.37,0.0,0.0029,0.31,0,BENIGN
30.9,0,9,52.0,0.727325,1.37,0.0,0.0029,0.31,0,BENIGN
29.97,0,837,97.51,0.007976,125.38,0.5,0.002,0.15,0,BENIGN
10.0,0,9,52.0,0.741755,1.35,0.5,0.0088,1.35,0,BENIGN
30.0,0,838,97.34,0.007966,125.53,0.5,0.002,0.0,0,BENIGN
14.27,0,9,52.0,0.741755,1.35,0.5,0.001,0.15,0,BENIGN
14.27,0,9,52.0,0.741755,1.35,0.5,0.001,0.15,0,BENIGN
35.5,0,6,52.0,1.112633,0.9,0.5,0.0039,0.3,0,BENIGN
29.49,0,12,52.0,0.482772,2.07,0.25,0.0029,0.35,0,BENIGN
10.0,0,12,52.0,0.482772,2.07,0.25,0.0078,1.38,0,BENIGN
42.57,0,8,52.0,0.724158,1.38,0.25,0.0029,0.17,0,BENIGN
42.57,0,8,52.0,0.724158,1.38,0.25,0.0029,0.17,0,BENIGN
14.27,0,12,52.0,0.482772,2.07,0.25,0.001,0.17,0,BENIGN
14.27,0,12,52.0,0.482772,2.07,0.25,0.001,0.17,0,BENIGN
44.16,0,812,97.32,0.007897,126.63,0.0,0.002,0.0,0,BENIGN
43.99,0,6,52.0,1.068696,0.94,0.0,0.0029,0.16,0,BENIGN
14.27,0,9,52.0,0.712464,1.4,0.0,0.001,0.16,0,BENIGN
30.9,0,9,52.0,0.712464,1.4,0.0,0.0029,0.31,0,BENIGN
44.16,0,812,97.32,0.007897,126.63,0.0,0.002,0.0,0,BENIGN
30.9,0,9,52.0,0.712464,1.4,0.0,0.0029,0.31,0,BENIGN
43.99,0,6,52.0,1.068696,0.94,0.0,0.0029,0.16,0,BENIGN
25.67,0,9,52.0,0.710172,1.41,0.0,0.0039,0.47,0,BENIGN
35.5,0,6,52.0,1.065259,0.94,0.0,0.0039,0.31,0,BENIGN
0,0,9,52.0,0.710172,1.41,0.0,0.0,0.0,0,BENIGN
34.88,0,805,97.35,0.00794,125.95,0.0,0.002,0.16,0,BENIGN
25.67,0,9,52.0,0.710172,1.41,0.0,0.0039,0.47,0,BENIGN
35.5,0,6,52.0,1.065259,0.94,0.0,0.0039,0.31,0,BENIGN
25.67,0,9,52.0,0.717397,1.39,0.125,0.0039,0.46,0,BENIGN
25.67,0,9,52.0,0.717397,1.39,0.125,0.0039,0.46,0,BENIGN
28.57,0,6,52.0,1.076095,0.93,0.125,0.0039,0.31,0,BENIGN
34.88,0,815,97.35,0.007922,126.23,0.125,0.002,0.15,0,BENIGN
34.88,0,815,97.35,0.007922,126.23,0.125,0.002,0.15,0,BENIGN
10.0,0,9,52.0,0.717397,1.39,0.125,0.0078,1.24,0,BENIGN
14.27,0,9,52.0,0.728021,1.37,0.125,0.001,0.15,0,BENIGN
39.21,0,9,52.0,0.728021,1.37,0.125,0.002,0.15,0,BENIGN
43.86,0,6,52.0,1.092032,0.92,0.125,0.002,0.0,0,BENIGN
44.16,0,828,97.33,0.007913,126.37,0.125,0.002,0.0,0,BENIGN
10.0,0,9,52.0,0.728021,1.37,0.125,0.0068,1.07,0,BENIGN
10.0,0,9,52.0,0.728021,1.37,0.125,0.0068,1.07,0,BENIGN
14.27,0,9,52.0,0.728021,1.37,0.125,0.001,0.15,0,BENIGN
25.69,0,12,52.0,0.491786,2.03,0.25,0.0039,0.51,0,BENIGN
44.16,0,834,97.12,0.007076,141.32,0.25,0.002,0.0,0,BENIGN
14.27,0,12,52.0,0.491786,2.03,0.25,0.001,0.17,0,BENIGN
25.69,0,12,52.0,0.491786,2.03,0.25,0.0039,0.51,0,BENIGN
25.69,0,12,52.0,0.491786,2.03,0.25,0.0039,0.51,0,BENIGN
25.69,0,12,52.0,0.491786,2.03,0.25,0.0039,0.51,0,BENIGN
35.5,0,6,52.0,1.103101,0.91,0.25,0.0039,0.3,0,BENIGN
25.67,0,9,52.0,0.7354,1.36,0.25,0.0039,0.45,0,BENIGN
39.24,0,828,97.33,0.007993,125.1,0.25,0.002,0.0,0,BENIGN
39.24,0,828,97.33,0.007993,125.1,0.25,0.002,0.0,0,BENIGN
35.5,0,6,52.0,1.103101,0.91,0.25,0.0039,0.3,0,BENIGN
10.0,0,9,52.0,0.7354,1.36,0.25,0.0078,1.21,0,BENIGN
29.97,0,825,97.5,0.008023,124.65,0.25,0.002,0.15,0,BENIGN
34.91,0,836,97.21,0.007954,125.72,0.25,0.002,0.0,0,BENIGN
10.0,0,9,52.0,0.738845,1.35,0.25,0.0068,1.05,0,BENIGN
14.27,0,9,52.0,0.738845,1.35,0.25,0.001,0.15,0,BENIGN
24.74,0,9,52.0,0.738845,1.35,0.25,0.0029,0.3,0,BENIGN
14.27,0,9,52.0,0.738845,1.35,0.25,0.001,0.15,0,BENIGN
34.88,0,833,97.37,0.007983,125.27,0.25,0.002,0.15,0,BENIGN
44.16,0,804,97.31,0.008064,124.01,0.0,0.002,0.0,0,BENIGN
34.88,0,801,97.48,0.008094,123.55,0.0,0.002,0.15,0,BENIGN
10.0,0,12,52.0,0.540266,1.85,0.0,0.0088,1.39,0,BENIGN
10.0,0,12,52.0,0.540266,1.85,0.0,0.0088,1.39,0,BENIGN
34.88,0,801,97.48,0.008094,123.55,0.0,0.002,0.15,0,BENIGN
29.47,0,9,52.0,0.720355,1.39,0.0,0.0029,0.31,0,BENIGN
25.67,0,12,52.0,0.529551,1.89,0.0,0.0039,0.47,0,BENIGN
44.16,0,808,97.09,0.007865,127.15,0.0,0.002,0.0,0,BENIGN
34.88,0,804,97.31,0.007904,126.52,0.0,0.002,0.16,0,BENIGN
34.88,0,804,97.31,0.007904,126.52,0.0,0.002,0.16,0,BENIGN
34.88,0,804,97.31,0.007904,126.52,0.0,0.002,0.16,0,BENIGN
34.88,0,804,97.31,0.007904,126.52,0.0,0.002,0.16,0,BENIGN
10.0,0,9,52.0,0.622799,1.61,0.25,0.0059,1.07,0,BENIGN
44.24,0,812,97.18,0.006903,144.87,0.25,0.002,0.0,0,BENIGN
0,0,9,52.0,0.622799,1.61,0.25,0.0,0.0,0,BENIGN
30.96,0,9,52.0,0.622799,1.61,0.25,0.0029,0.36,0,BENIGN
44.04,0,6,52.0,0.934198,1.07,0.25,0.0029,0.18,0,BENIGN
44.24,0,812,97.18,0.006903,144.87,0.25,0.002,0.0,0,BENIGN
