flow_duration,fwd_pkt_count,bwd_pkt_count,mean_pkt_size,iat_mean,pps,flood_score,mac_fill,new_mac_rate,syn_count,label
29.97,0,5645,1508.27,0.001118,894.37,0.25,0.002,0.16,0,DoS
29.97,0,5645,1508.27,0.001118,894.37,0.25,0.002,0.16,0,DoS
29.97,0,5645,1508.27,0.001118,894.37,0.25,0.002,0.16,0,DoS
29.97,0,5645,1508.27,0.001118,894.37,0.25,0.002,0.16,0,DoS
29.97,0,5645,1508.27,0.001118,894.37,0.25,0.002,0.16,0,DoS
34.91,0,5639,1507.91,0.001118,894.24,0.25,0.002,0.16,0,DoS
34.91,0,5639,1507.91,0.001118,894.24,0.25,0.002,0.16,0,DoS
34.91,0,5639,1507.91,0.001118,894.24,0.25,0.002,0.16,0,DoS
34.91,0,5639,1507.91,0.001118,894.24,0.25,0.002,0.16,0,DoS
34.91,0,5639,1507.91,0.001118,894.24,0.25,0.002,0.16,0,DoS
34.91,0,5639,1507.91,0.001118,894.24,0.25,0.002,0.16,0,DoS
34.91,0,5639,1507.91,0.001118,894.24,0.25,0.002,0.16,0,DoS
34.88,0,5669,1507.16,0.001117,895.13,0.0,0.002,0.16,0,DoS
34.88,0,5669,1507.16,0.001117,895.13,0.0,0.002,0.16,0,DoS
34.88,0,5669,1507.16,0.001117,895.13,0.0,0.002,0.16,0,DoS
34.88,0,5669,1507.16,0.001117,895.13,0.0,0.002,0.16,0,DoS
34.88,0,5669,1507.16,0.001117,895.13,0.0,0.002,0.16,0,DoS
34.88,0,5669,1507.16,0.001117,895.13,0.0,0.002,0.16,0,DoS
34.88,0,5722,1508.32,0.001118,894.16,0.0,0.002,0.16,0,DoS
34.88,0,5722,1508.32,0.001118,894.16,0.0,0.002,0.16,0,DoS
34.88,0,5722,1508.32,0.001118,894.16,0.0,0.002,0.16,0,DoS
34.88,0,5722,1508.32,0.001118,894.16,0.0,0.002,0.16,0,DoS
34.88,0,5722,1508.32,0.001118,894.16,0.0,0.002,0.16,0,DoS
34.88,0,5722,1508.32,0.001118,894.16,0.0,0.002,0.16,0,DoS
34.88,0,4891,1507.59,0.001118,894.81,0.0,0.002,0.18,0,DoS
34.88,0,4891,1507.59,0.001118,894.81,0.0,0.002,0.18,0,DoS
34.88,0,4891,1507.59,0.001118,894.81,0.0,0.002,0.18,0,DoS
34.88,0,4891,1507.59,0.001118,894.81,0.0,0.002,0.18,0,DoS
34.88,0,4891,1507.59,0.001118,894.81,0.0,0.002,0.18,0,DoS
34.88,0,4891,1507.59,0.001118,894.81,0.0,0.002,0.18,0,DoS
34.88,0,5703,1507.55,0.001118,894.7,0.125,0.002,0.16,0,DoS
34.88,0,5703,1507.55,0.001118,894.7,0.125,0.002,0.16,0,DoS
34.88,0,5703,1507.55,0.001118,894.7,0.125,0.002,0.16,0,DoS
34.88,0,5703,1507.55,0.001118,894.7,0.125,0.002,0.16,0,DoS
34.88,0,5703,1507.55,0.001118,894.7,0.125,0.002,0.16,0,DoS
34.88,0,5703,1507.55,0.001118,894.7,0.125,0.002,0.16,0,DoS
34.88,0,5703,1507.55,0.001118,894.7,0.125,0.002,0.16,0,DoS
34.91,0,6060,1506.32,0.001117,895.65,0.625,0.002,0.15,0,DoS
34.91,0,6060,1506.32,0.001117,895.65,0.625,0.002,0.15,0,DoS
34.91,0,6060,1506.32,0.001117,895.65,0.625,0.002,0.15,0,DoS
34.91,0,6060,1506.32,0.001117,895.65,0.625,0.002,0.15,0,DoS
34.91,0,6060,1506.32,0.001117,895.65,0.625,0.002,0.15,0,DoS
34.91,0,6060,1506.32,0.001117,895.65,0.625,0.002,0.15,0,DoS
29.97,0,5805,1508.12,0.001118,894.46,0.25,0.002,0.15,0,DoS
29.97,0,5805,1508.12,0.001118,894.46,0.25,0.002,0.15,0,DoS
29.97,0,5805,1508.12,0.001118,894.46,0.25,0.002,0.15,0,DoS
29.97,0,5805,1508.12,0.001118,894.46,0.25,0.002,0.15,0,DoS
29.97,0,5805,1508.12,0.001118,894.46,0.25,0.002,0.15,0,DoS
29.97,0,5805,1508.12,0.001118,894.46,0.25,0.002,0.15,0,DoS
34.88,0,5758,1508.26,0.001118,894.3,0.0,0.002,0.16,0,DoS
34.88,0,5758,1508.26,0.001118,894.3,0.0,0.002,0.16,0,DoS
34.88,0,5758,1508.26,0.001118,894.3,0.0,0.002,0.16,0,DoS
34.88,0,5758,1508.26,0.001118,894.3,0.0,0.002,0.16,0,DoS
34.88,0,5758,1508.26,0.001118,894.3,0.0,0.002,0.16,0,DoS
